Team,Date,Score
Germany,05-07-2004,54.28
Guam,05-07-2004,40
Guyana,05-07-2004,38.95
Hong Kong,05-07-2004,55.76
Hungary,05-07-2004,39.4
India,05-07-2004,34.62
Ireland,05-07-2004,81.03
Israel,05-07-2004,36.69
Italy,05-07-2004,71.73
Jamaica,05-07-2004,37.93
Japan,05-07-2004,63.36
Kazakhstan,05-07-2004,46.89
Kenya,05-07-2004,46.3
Korea,05-07-2004,61.2
Latvia,05-07-2004,45.21
Lithuania,05-07-2004,41.2
Luxembourg,05-07-2004,41.36
Madagascar,05-07-2004,48.2
Malaysia,05-07-2004,40.8
Malta,05-07-2004,44.17
Moldova,05-07-2004,48.77
Monaco,05-07-2004,38.81
Morocco,05-07-2004,61.56
Namibia,05-07-2004,57.77
Netherlands,05-07-2004,53.5
New Zealand,05-07-2004,92.01
Nigeria,05-07-2004,39.87
Niue Island,05-07-2004,41.51
Norway,05-07-2004,34.93
Papua New Guinea,05-07-2004,43.52
Paraguay,05-07-2004,51.25
Peru,05-07-2004,45.75
Poland,05-07-2004,50.74
Portugal,05-07-2004,64.66
Romania,05-07-2004,68.19
Russia,05-07-2004,59.41
Samoa,05-07-2004,71.03
Scotland,05-07-2004,75.5
Senegal,05-07-2004,38.02
Serbia,05-07-2004,42.09
Singapore,05-07-2004,45.25
Slovenia,05-07-2004,45.91
Solomon Islands,05-07-2004,39.67
South Africa,05-07-2004,83.02
Spain,05-07-2004,53.43
Sri Lanka,05-07-2004,44.71
St Lucia,05-07-2004,40
St Vincent and the Grenadines,05-07-2004,40
Swaziland,05-07-2004,37.92
Sweden,05-07-2004,45.75
Switzerland,05-07-2004,51.89
Tahiti,05-07-2004,37.62
Thailand,05-07-2004,42.87
Tonga,05-07-2004,62.72
Trinidad & Tobago,05-07-2004,46.36
Tunisia,05-07-2004,54.09
Uganda,05-07-2004,41.11
Ukraine,05-07-2004,58.92
Uruguay,05-07-2004,65.66
USA,05-07-2004,66.59
Vanuatu,05-07-2004,35.67
Venezuela,05-07-2004,46.98
Wales,05-07-2004,77.43
Zambia,05-07-2004,43.82
Zimbabwe,05-07-2004,47.22
American Samoa,05-01-2015,24
Andorra,05-01-2015,41.14
Argentina,05-01-2015,78.23
Australia,05-01-2015,82.95
Austria,05-01-2015,37.83
Bahamas,05-01-2015,32.99
Barbados,05-01-2015,38.26
Belgium,05-01-2015,54.5
Bermuda,05-01-2015,41.59
Bosnia & Herzegovina,05-01-2015,34.66
Botswana,05-01-2015,39.64
Brazil,05-01-2015,51.31
Bulgaria,05-01-2015,33.31
Cameroon,05-01-2015,32.33
Canada,05-01-2015,66.83
Cayman Islands,05-01-2015,45.41
Chile,05-01-2015,54.54
China,05-01-2015,41.47
Chinese Taipei,05-01-2015,42.62
Colombia,05-01-2015,46.37
Cook Islands,05-01-2015,47.11
Cote D'Ivoire,05-01-2015,47.08
Croatia,05-01-2015,46.47
Czech Republic,05-01-2015,51.25
Denmark,05-01-2015,37.56
England,05-01-2015,84.85
Fiji,05-01-2015,74.57
Finland,05-01-2015,30.29
France,05-01-2015,79.66
Georgia,05-01-2015,70.76
Germany,05-01-2015,56.32
Greece,05-01-2015,28.55
Guam,05-01-2015,34.95
Guyana,05-01-2015,45.49
Hong Kong,05-01-2015,55.79
Hungary,05-01-2015,39.77
India,05-01-2015,39.07
Indonesia,05-01-2015,30
Ireland,05-01-2015,85.48
Israel,05-01-2015,44.03
Italy,05-01-2015,71.19
Jamaica,05-01-2015,36.99
Japan,05-01-2015,74.7
Kazakhstan,05-01-2015,48.91
Kenya,05-01-2015,53.25
Korea,05-01-2015,57.22
Latvia,05-01-2015,43.1
Lithuania,05-01-2015,47.65
Luxembourg,05-01-2015,38.6
Madagascar,05-01-2015,47.69
Malaysia,05-01-2015,42.22
Malta,05-01-2015,48.74
Mauritius,05-01-2015,33.86
Mexico,05-01-2015,41.47
Moldova,05-01-2015,55.38
Monaco,05-01-2015,29.17
Morocco,05-01-2015,51.18
Namibia,05-01-2015,58.27
Netherlands,05-01-2015,52.25
New Zealand,05-01-2015,93.7
Nigeria,05-01-2015,38.05
Niue Island,05-01-2015,34.45
Norway,05-01-2015,31.82
Pakistan,05-01-2015,36.74
Papua New Guinea,05-01-2015,45.27
Paraguay,05-01-2015,49.74
Peru,05-01-2015,38.84
Philippines,05-01-2015,45.57
Poland,05-01-2015,51.33
Portugal,05-01-2015,58.56
Romania,05-01-2015,67.38
Russia,05-01-2015,64.12
Samoa,05-01-2015,75.39
Scotland,05-01-2015,78.78
Senegal,05-01-2015,48.69
Serbia,05-01-2015,33.6
Singapore,05-01-2015,44.54
Slovenia,05-01-2015,38.99
Solomon Islands,05-01-2015,40.35
South Africa,05-01-2015,88.23
Spain,05-01-2015,60.65
Sri Lanka,05-01-2015,46.95
St Vincent and the Grenadines,05-01-2015,36.84
Swaziland,05-01-2015,32.04
Sweden,05-01-2015,46.2
Switzerland,05-01-2015,47.22
Tahiti,05-01-2015,35.37
Thailand,05-01-2015,41.35
Tonga,05-01-2015,74.12
Trinidad & Tobago,05-01-2015,45.5
Tunisia,05-01-2015,49.89
Uganda,05-01-2015,44.68
Ukraine,05-01-2015,52.33
United Arab Emirates,05-01-2015,30
Uruguay,05-01-2015,63.58
USA,05-01-2015,67.61
Uzbekistan,05-01-2015,31.94
Vanuatu,05-01-2015,27.45
Venezuela,05-01-2015,41.65
Wales,05-01-2015,81.64
Zambia,05-01-2015,34.77
Zimbabwe,05-01-2015,55.83
American Samoa,05-12-2016,25.53
Andorra,05-12-2016,40.58
Argentina,05-12-2016,79.91
Australia,05-12-2016,86.35
Austria,05-12-2016,34.87
Bahamas,05-12-2016,33.76
Barbados,05-12-2016,36.94
Belgium,05-12-2016,56.87
Bermuda,05-12-2016,39.22
Bosnia & Herzegovina,05-12-2016,37.3
Botswana,05-12-2016,40.46
Brazil,05-12-2016,50.67
Bulgaria,05-12-2016,29.94
Cameroon,05-12-2016,32.33
Canada,05-12-2016,63.95
Cayman Islands,05-12-2016,42.88
Chile,05-12-2016,55.08
China,05-12-2016,39.58
Chinese Taipei,05-12-2016,40.27
Colombia,05-12-2016,47.97
Cook Islands,05-12-2016,47.11
Cote D'Ivoire,05-12-2016,45.66
Croatia,05-12-2016,44.64
Czech Republic,05-12-2016,52.73
Denmark,05-12-2016,33.94
England,05-12-2016,90.46
Fiji,05-12-2016,76.46
Finland,05-12-2016,28.71
France,05-12-2016,80.13
Georgia,05-12-2016,74.14
Germany,05-12-2016,58.99
Greece,05-12-2016,28.55
Guam,05-12-2016,37.85
Guyana,05-12-2016,45.35
Hong Kong,05-12-2016,56.5
Hungary,05-12-2016,36.81
India,05-12-2016,37.12
Indonesia,05-12-2016,28.73
Ireland,05-12-2016,84.62
Israel,05-12-2016,42.78
Italy,05-12-2016,72.47
Jamaica,05-12-2016,38.76
Japan,05-12-2016,74.22
Kazakhstan,05-12-2016,48.14
Kenya,05-12-2016,59.28
Korea,05-12-2016,55.5
Latvia,05-12-2016,45.63
Lithuania,05-12-2016,47.49
Luxembourg,05-12-2016,40.63
Madagascar,05-12-2016,47.43
Malaysia,05-12-2016,45.55
Malta,05-12-2016,47.67
Mauritius,05-12-2016,33.17
Mexico,05-12-2016,45.62
Moldova,05-12-2016,51.58
Monaco,05-12-2016,29.17
Morocco,05-12-2016,45.18
Namibia,05-12-2016,62.78
Netherlands,05-12-2016,54.93
New Zealand,05-12-2016,94.78
Nigeria,05-12-2016,37.71
Niue Island,05-12-2016,34.45
Norway,05-12-2016,31.9
Pakistan,05-12-2016,36.74
Papua New Guinea,05-12-2016,39.27
Paraguay,05-12-2016,49.46
Peru,05-12-2016,36.82
Philippines,05-12-2016,44.2
Poland,05-12-2016,52.04
Portugal,05-12-2016,56.96
Romania,05-12-2016,69.36
Russia,05-12-2016,63.25
Rwanda,05-12-2016,30
Samoa,05-12-2016,71.25
Scotland,05-12-2016,80.67
Senegal,05-12-2016,48.79
Serbia,05-12-2016,36.27
Singapore,05-12-2016,42.9
Slovenia,05-12-2016,40.38
Solomon Islands,05-12-2016,30.4
South Africa,05-12-2016,81.79
Spain,05-12-2016,60.17
Sri Lanka,05-12-2016,48.71
St Vincent and the Grenadines,05-12-2016,34.91
Swaziland,05-12-2016,32.04
Sweden,05-12-2016,44.59
Switzerland,05-12-2016,51.84
Tahiti,05-12-2016,31.79
Thailand,05-12-2016,36.76
Tonga,05-12-2016,71.94
Trinidad & Tobago,05-12-2016,46.25
Tunisia,05-12-2016,48.19
Uganda,05-12-2016,47.74
Ukraine,05-12-2016,51.34
United Arab Emirates,05-12-2016,38.49
Uruguay,05-12-2016,60.66
USA,05-12-2016,64.66
Uzbekistan,05-12-2016,31.29
Vanuatu,05-12-2016,27.45
Venezuela,05-12-2016,41.14
Wales,05-12-2016,82.55
Zambia,05-12-2016,35.8
Zimbabwe,05-12-2016,49.99
Andorra,05-12-2005,44.61
Arabian Gulf,05-12-2005,48.76
Argentina,05-12-2005,74.26
Australia,05-12-2005,83.93
Austria,05-12-2005,42.71
Bahamas,05-12-2005,35.61
Barbados,05-12-2005,43.13
Belgium,05-12-2005,51.25
Bermuda,05-12-2005,41.69
Bosnia & Herzegovina,05-12-2005,32.73
Botswana,05-12-2005,38.64
Brazil,05-12-2005,50.72
Bulgaria,05-12-2005,36.63
Cameroon,05-12-2005,38.94
Canada,05-12-2005,68.66
Cayman Islands,05-12-2005,43.87
Chile,05-12-2005,59.22
China,05-12-2005,48.54
Chinese Taipei,05-12-2005,48.54
Colombia,05-12-2005,37.53
Cook Islands,05-12-2005,45.87
Cote D'Ivoire,05-12-2005,48.59
Croatia,05-12-2005,50.87
Czech Republic,05-12-2005,58.32
Denmark,05-12-2005,45.77
England,05-12-2005,83.27
Fiji,05-12-2005,72.73
Finland,05-12-2005,29.32
France,05-12-2005,86.1
Georgia,05-12-2005,63.79
Germany,05-12-2005,55.6
Guam,05-12-2005,38.14
Guyana,05-12-2005,40.35
Hong Kong,05-12-2005,54.09
Hungary,05-12-2005,40.11
India,05-12-2005,37.08
Ireland,05-12-2005,80.03
Israel,05-12-2005,33.65
Italy,05-12-2005,72.18
Jamaica,05-12-2005,38.97
Japan,05-12-2005,65.48
Kazakhstan,05-12-2005,47.1
Kenya,05-12-2005,48.97
Korea,05-12-2005,60.35
Latvia,05-12-2005,46.44
Lithuania,05-12-2005,40.95
Luxembourg,05-12-2005,40.56
Madagascar,05-12-2005,47.71
Malaysia,05-12-2005,39.5
Malta,05-12-2005,45.52
Moldova,05-12-2005,47.72
Monaco,05-12-2005,38.81
Morocco,05-12-2005,61.51
Namibia,05-12-2005,58.52
Netherlands,05-12-2005,51.45
New Zealand,05-12-2005,93.32
Nigeria,05-12-2005,35.99
Niue Island,05-12-2005,40.96
Norway,05-12-2005,36.06
Papua New Guinea,05-12-2005,45.09
Paraguay,05-12-2005,53.82
Peru,05-12-2005,45.44
Poland,05-12-2005,51.82
Portugal,05-12-2005,65.94
Romania,05-12-2005,66.66
Russia,05-12-2005,59.2
Samoa,05-12-2005,74.17
Scotland,05-12-2005,73.52
Senegal,05-12-2005,41.71
Serbia,05-12-2005,40.36
Singapore,05-12-2005,46.72
Slovenia,05-12-2005,39.66
Solomon Islands,05-12-2005,39.06
South Africa,05-12-2005,88.76
Spain,05-12-2005,55.79
Sri Lanka,05-12-2005,47.03
St Lucia,05-12-2005,37.57
St Vincent and the Grenadines,05-12-2005,39.3
Swaziland,05-12-2005,37.57
Sweden,05-12-2005,45.5
Switzerland,05-12-2005,47.7
Tahiti,05-12-2005,36.25
Thailand,05-12-2005,42.13
Tonga,05-12-2005,62.04
Trinidad & Tobago,05-12-2005,43.97
Tunisia,05-12-2005,51.32
Uganda,05-12-2005,42.94
Ukraine,05-12-2005,53.67
Uruguay,05-12-2005,66.67
USA,05-12-2005,68.29
Vanuatu,05-12-2005,34.77
Venezuela,05-12-2005,45.45
Wales,05-12-2005,82.54
Zambia,05-12-2005,39.96
Zimbabwe,05-12-2005,47.14
Andorra,05-04-2010,41.42
Arabian Gulf,05-04-2010,49.32
Argentina,05-04-2010,80.56
Australia,05-04-2010,85.56
Austria,05-04-2010,34.88
Bahamas,05-04-2010,36.33
Barbados,05-04-2010,39.21
Belgium,05-04-2010,54.69
Bermuda,05-04-2010,43.59
Bosnia & Herzegovina,05-04-2010,36.18
Botswana,05-04-2010,39.21
Brazil,05-04-2010,54.97
Bulgaria,05-04-2010,37.05
Cameroon,05-04-2010,38.21
Canada,05-04-2010,68.79
Cayman Islands,05-04-2010,42.12
Chile,05-04-2010,57.95
China,05-04-2010,46.12
Chinese Taipei,05-04-2010,45.78
Colombia,05-04-2010,44.99
Cook Islands,05-04-2010,44.61
Cote D'Ivoire,05-04-2010,50.31
Croatia,05-04-2010,50.06
Czech Republic,05-04-2010,51.41
Denmark,05-04-2010,41.35
England,05-04-2010,80.1
Fiji,05-04-2010,75.9
Finland,05-04-2010,28.84
France,05-04-2010,85.43
Georgia,05-04-2010,68.09
Germany,05-04-2010,53.22
Guam,05-04-2010,36.8
Guyana,05-04-2010,41.52
Hong Kong,05-04-2010,50.42
Hungary,05-04-2010,41.89
India,05-04-2010,36.61
Ireland,05-04-2010,82.61
Israel,05-04-2010,37.56
Italy,05-04-2010,72.97
Jamaica,05-04-2010,36.61
Japan,05-04-2010,70.58
Kazakhstan,05-04-2010,55.07
Kenya,05-04-2010,49.68
Korea,05-04-2010,57.88
Latvia,05-04-2010,42.76
Lithuania,05-04-2010,50.79
Luxembourg,05-04-2010,33.44
Madagascar,05-04-2010,46.9
Malaysia,05-04-2010,41.17
Malta,05-04-2010,45.68
Moldova,05-04-2010,50.52
Monaco,05-04-2010,35.17
Morocco,05-04-2010,53.06
Namibia,05-04-2010,58.98
Netherlands,05-04-2010,52.62
New Zealand,05-04-2010,91.68
Nigeria,05-04-2010,35.28
Niue Island,05-04-2010,41.11
Norway,05-04-2010,38.79
Papua New Guinea,05-04-2010,46.19
Paraguay,05-04-2010,50.93
Peru,05-04-2010,38.81
Poland,05-04-2010,52.18
Portugal,05-04-2010,61.27
Romania,05-04-2010,67.04
Russia,05-04-2010,65.45
Samoa,05-04-2010,72.08
Scotland,05-04-2010,76.79
Senegal,05-04-2010,42.12
Serbia,05-04-2010,42.82
Singapore,05-04-2010,45.94
Slovenia,05-04-2010,39.56
Solomon Islands,05-04-2010,39.06
South Africa,05-04-2010,88.6
Spain,05-04-2010,57.7
Sri Lanka,05-04-2010,45.64
St Lucia,05-04-2010,37.57
St Vincent and the Grenadines,05-04-2010,39.3
Swaziland,05-04-2010,36.68
Sweden,05-04-2010,46.1
Switzerland,05-04-2010,43.05
Tahiti,05-04-2010,36.25
Thailand,05-04-2010,40.51
Tonga,05-04-2010,68.1
Trinidad & Tobago,05-04-2010,47.19
Tunisia,05-04-2010,54.11
Uganda,05-04-2010,49.71
Ukraine,05-04-2010,55.47
Uruguay,05-04-2010,60.89
USA,05-04-2010,67.05
Vanuatu,05-04-2010,34.77
Venezuela,05-04-2010,42.79
Wales,05-04-2010,78.9
Zambia,05-04-2010,39.31
Zimbabwe,05-04-2010,46.91
Andorra,04-10-2004,43.13
Arabian Gulf,04-10-2004,48.98
Argentina,04-10-2004,77.05
Australia,04-10-2004,87.86
Austria,04-10-2004,39.85
Bahamas,04-10-2004,34.2
Barbados,04-10-2004,38.48
Belgium,04-10-2004,46.06
Bermuda,04-10-2004,44.57
Bosnia & Herzegovina,04-10-2004,30.53
Botswana,04-10-2004,36.73
Brazil,04-10-2004,51.56
Bulgaria,04-10-2004,36.42
Cameroon,04-10-2004,38.97
Canada,04-10-2004,68.68
Cayman Islands,04-10-2004,43.97
Chile,04-10-2004,58.87
China,04-10-2004,48.17
Chinese Taipei,04-10-2004,51.93
Colombia,04-10-2004,38.63
Cook Islands,04-10-2004,44.68
Cote D'Ivoire,04-10-2004,48.87
Croatia,04-10-2004,49.33
Czech Republic,04-10-2004,56.83
Denmark,04-10-2004,48.96
England,04-10-2004,87.3
Fiji,04-10-2004,73.27
Finland,04-10-2004,29.7
France,04-10-2004,86.05
Georgia,04-10-2004,61.06
Germany,04-10-2004,54.28
Guam,04-10-2004,40
Guyana,04-10-2004,38.95
Hong Kong,04-10-2004,55.76
Hungary,04-10-2004,39.4
India,04-10-2004,34.62
Ireland,04-10-2004,81.03
Israel,04-10-2004,36.69
Italy,04-10-2004,71.73
Jamaica,04-10-2004,37.93
Japan,04-10-2004,63.36
Kazakhstan,04-10-2004,46.89
Kenya,04-10-2004,46.67
Korea,04-10-2004,61.2
Latvia,04-10-2004,45.21
Lithuania,04-10-2004,41.2
Luxembourg,04-10-2004,41.36
Madagascar,04-10-2004,47.57
Malaysia,04-10-2004,40.8
Malta,04-10-2004,44.17
Moldova,04-10-2004,48.77
Monaco,04-10-2004,38.81
Morocco,04-10-2004,61.56
Namibia,04-10-2004,57.77
Netherlands,04-10-2004,53.5
New Zealand,04-10-2004,89.63
Nigeria,04-10-2004,39.87
Niue Island,04-10-2004,40.83
Norway,04-10-2004,34.4
Papua New Guinea,04-10-2004,43.52
Paraguay,04-10-2004,51.25
Peru,04-10-2004,45.75
Poland,04-10-2004,51.56
Portugal,04-10-2004,64.66
Romania,04-10-2004,68.19
Russia,04-10-2004,59.41
Samoa,04-10-2004,71.03
Scotland,04-10-2004,75.5
Senegal,04-10-2004,38.02
Serbia,04-10-2004,42.09
Singapore,04-10-2004,45.25
Slovenia,04-10-2004,45.91
Solomon Islands,04-10-2004,39.67
South Africa,04-10-2004,85.49
Spain,04-10-2004,53.43
Sri Lanka,04-10-2004,44.71
St Lucia,04-10-2004,40
St Vincent and the Grenadines,04-10-2004,40
Swaziland,04-10-2004,37.01
Sweden,04-10-2004,45.75
Switzerland,04-10-2004,51.07
Tahiti,04-10-2004,37.62
Thailand,04-10-2004,42.87
Tonga,04-10-2004,62.72
Trinidad & Tobago,04-10-2004,46.36
Tunisia,04-10-2004,54.09
Uganda,04-10-2004,41.96
Ukraine,04-10-2004,58.92
Uruguay,04-10-2004,65.66
USA,04-10-2004,66.59
Vanuatu,04-10-2004,35.67
Venezuela,04-10-2004,46.98
Wales,04-10-2004,77.43
Zambia,04-10-2004,43.09
Zimbabwe,04-10-2004,47.36
American Samoa,04-05-2015,24
Andorra,04-05-2015,43.1
Argentina,04-05-2015,78.23
Australia,04-05-2015,82.95
Austria,04-05-2015,35
Bahamas,04-05-2015,34.55
Barbados,04-05-2015,37.39
Belgium,04-05-2015,56.47
Bermuda,04-05-2015,40.03
Bosnia & Herzegovina,04-05-2015,35.05
Botswana,04-05-2015,39.64
Brazil,04-05-2015,50.74
Bulgaria,04-05-2015,33.31
Cameroon,04-05-2015,32.33
Canada,04-05-2015,66.83
Cayman Islands,04-05-2015,42.87
Chile,04-05-2015,55.87
China,04-05-2015,41.47
Chinese Taipei,04-05-2015,42.62
Colombia,04-05-2015,46.37
Cook Islands,04-05-2015,47.11
Cote D'Ivoire,04-05-2015,46.54
Croatia,04-05-2015,44.83
Czech Republic,04-05-2015,51.07
Denmark,04-05-2015,36.04
England,04-05-2015,85.4
Fiji,04-05-2015,74.57
Finland,04-05-2015,29.89
France,04-05-2015,79.74
Georgia,04-05-2015,72.16
Germany,04-05-2015,54.78
Greece,04-05-2015,28.55
Guam,04-05-2015,34.95
Guyana,04-05-2015,44.88
Hong Kong,04-05-2015,54.64
Hungary,04-05-2015,39.21
India,04-05-2015,39.07
Indonesia,04-05-2015,30
Ireland,04-05-2015,85.76
Israel,04-05-2015,44.2
Italy,04-05-2015,71.85
Jamaica,04-05-2015,36.99
Japan,04-05-2015,74.7
Kazakhstan,04-05-2015,48.91
Kenya,04-05-2015,53.25
Korea,04-05-2015,58.38
Latvia,04-05-2015,41.33
Lithuania,04-05-2015,48.01
Luxembourg,04-05-2015,39.94
Madagascar,04-05-2015,47.69
Malaysia,04-05-2015,42.22
Malta,04-05-2015,48.12
Mauritius,04-05-2015,33.86
Mexico,04-05-2015,43.61
Moldova,04-05-2015,53.69
Monaco,04-05-2015,29.17
Morocco,04-05-2015,51.18
Namibia,04-05-2015,58.27
Netherlands,04-05-2015,52.29
New Zealand,04-05-2015,93.7
Nigeria,04-05-2015,38.05
Niue Island,04-05-2015,34.45
Norway,04-05-2015,31.82
Pakistan,04-05-2015,36.74
Papua New Guinea,04-05-2015,45.27
Paraguay,04-05-2015,48.98
Peru,04-05-2015,38.84
Philippines,04-05-2015,45.57
Poland,04-05-2015,51
Portugal,04-05-2015,57.4
Romania,04-05-2015,66.23
Russia,04-05-2015,64.65
Samoa,04-05-2015,75.39
Scotland,04-05-2015,74.79
Senegal,04-05-2015,49.22
Serbia,04-05-2015,36.82
Singapore,04-05-2015,44.54
Slovenia,04-05-2015,38.8
Solomon Islands,04-05-2015,40.35
South Africa,04-05-2015,88.23
Spain,04-05-2015,62.59
Sri Lanka,04-05-2015,46.95
St Vincent and the Grenadines,04-05-2015,36.84
Swaziland,04-05-2015,32.04
Sweden,04-05-2015,46.2
Switzerland,04-05-2015,49.49
Tahiti,04-05-2015,35.37
Thailand,04-05-2015,41.35
Tonga,04-05-2015,74.12
Trinidad & Tobago,04-05-2015,47.38
Tunisia,04-05-2015,49.89
Uganda,04-05-2015,44.68
Ukraine,04-05-2015,52.33
United Arab Emirates,04-05-2015,30
Uruguay,04-05-2015,63.58
USA,04-05-2015,67.61
Uzbekistan,04-05-2015,31.94
Vanuatu,04-05-2015,27.45
Venezuela,04-05-2015,41.65
Wales,04-05-2015,84.07
Zambia,04-05-2015,34.77
Zimbabwe,04-05-2015,55.83
Andorra,04-06-2012,42.21
Argentina,04-06-2012,80.28
Australia,04-06-2012,87.99
Austria,04-06-2012,36.84
Bahamas,04-06-2012,35.96
Barbados,04-06-2012,41.01
Belgium,04-06-2012,59.17
Bermuda,04-06-2012,46.16
Bosnia & Herzegovina,04-06-2012,36.18
Botswana,04-06-2012,36.68
Brazil,04-06-2012,51.57
Bulgaria,04-06-2012,37.66
Cameroon,04-06-2012,38.33
Canada,04-06-2012,72.92
Cayman Islands,04-06-2012,41.27
Chile,04-06-2012,58.32
China,04-06-2012,40.73
Chinese Taipei,04-06-2012,43.19
Colombia,04-06-2012,39.59
Cook Islands,04-06-2012,44.61
Cote D'Ivoire,04-06-2012,47.52
Croatia,04-06-2012,48.06
Czech Republic,04-06-2012,50.16
Denmark,04-06-2012,41.75
England,04-06-2012,83.62
Fiji,04-06-2012,68.78
Finland,04-06-2012,27.03
France,04-06-2012,81.91
Georgia,04-06-2012,70.26
Germany,04-06-2012,53.33
Guam,04-06-2012,35.7
Guyana,04-06-2012,44.29
Hong Kong,04-06-2012,55.49
Hungary,04-06-2012,37.49
India,04-06-2012,41.35
Ireland,04-06-2012,79.85
Israel,04-06-2012,43.9
Italy,04-06-2012,74.17
Jamaica,04-06-2012,37.08
Japan,04-06-2012,70.45
Kazakhstan,04-06-2012,51.28
Kenya,04-06-2012,50.13
Korea,04-06-2012,56.72
Latvia,04-06-2012,40.16
Lithuania,04-06-2012,50.9
Luxembourg,04-06-2012,32.62
Madagascar,04-06-2012,44.31
Malaysia,04-06-2012,41.37
Malta,04-06-2012,47.97
Mexico,04-06-2012,39.38
Moldova,04-06-2012,51.28
Monaco,04-06-2012,35.17
Morocco,04-06-2012,56.13
Namibia,04-06-2012,61.24
Netherlands,04-06-2012,47.66
New Zealand,04-06-2012,91.43
Nigeria,04-06-2012,35.28
Niue Island,04-06-2012,40.45
Norway,04-06-2012,34.55
Pakistan,04-06-2012,38.38
Papua New Guinea,04-06-2012,46.55
Paraguay,04-06-2012,48.84
Peru,04-06-2012,41.64
Philippines,04-06-2012,44.34
Poland,04-06-2012,55.19
Portugal,04-06-2012,57.75
Romania,04-06-2012,63.81
Russia,04-06-2012,61.07
Samoa,04-06-2012,75.81
Scotland,04-06-2012,73.86
Senegal,04-06-2012,45.24
Serbia,04-06-2012,40.14
Singapore,04-06-2012,41.19
Slovenia,04-06-2012,38.3
Solomon Islands,04-06-2012,40.7
South Africa,04-06-2012,84.34
Spain,04-06-2012,61.63
Sri Lanka,04-06-2012,47.6
St Vincent and the Grenadines,04-06-2012,36.84
Swaziland,04-06-2012,36.68
Sweden,04-06-2012,50.41
Switzerland,04-06-2012,45.88
Tahiti,04-06-2012,36.25
Thailand,04-06-2012,42.9
Tonga,04-06-2012,76.63
Trinidad & Tobago,04-06-2012,44.68
Tunisia,04-06-2012,51.34
Uganda,04-06-2012,48.06
Ukraine,04-06-2012,53.95
Uruguay,04-06-2012,61.68
USA,04-06-2012,65.63
Vanuatu,04-06-2012,33.45
Venezuela,04-06-2012,45.36
Wales,04-06-2012,83.32
Zambia,04-06-2012,39.94
Zimbabwe,04-06-2012,52.4
American Samoa,04-07-2016,25.53
Andorra,04-07-2016,42.32
Argentina,04-07-2016,80.2
Australia,04-07-2016,84.43
Austria,04-07-2016,33.7
Bahamas,04-07-2016,33.76
Barbados,04-07-2016,36.94
Belgium,04-07-2016,57.94
Bermuda,04-07-2016,39.22
Bosnia & Herzegovina,04-07-2016,38.48
Botswana,04-07-2016,40.46
Brazil,04-07-2016,50.75
Bulgaria,04-07-2016,29.94
Cameroon,04-07-2016,32.33
Canada,04-07-2016,64.53
Cayman Islands,04-07-2016,42.88
Chile,04-07-2016,55.73
China,04-07-2016,39.58
Chinese Taipei,04-07-2016,40.27
Colombia,04-07-2016,46.51
Cook Islands,04-07-2016,47.11
Cote D'Ivoire,04-07-2016,45.66
Croatia,04-07-2016,45.35
Czech Republic,04-07-2016,51.84
Denmark,04-07-2016,33.27
England,04-07-2016,89.49
Fiji,04-07-2016,75.49
Finland,04-07-2016,29.3
France,04-07-2016,80.75
Georgia,04-07-2016,75.23
Germany,04-07-2016,57.71
Greece,04-07-2016,28.55
Guam,04-07-2016,37.85
Guyana,04-07-2016,46.61
Hong Kong,04-07-2016,59.03
Hungary,04-07-2016,36.42
India,04-07-2016,37.12
Indonesia,04-07-2016,28.73
Ireland,04-07-2016,81.67
Israel,04-07-2016,41.67
Italy,04-07-2016,72.23
Jamaica,04-07-2016,38.76
Japan,04-07-2016,74.95
Kazakhstan,04-07-2016,48.14
Kenya,04-07-2016,57.23
Korea,04-07-2016,54.85
Latvia,04-07-2016,45.83
Lithuania,04-07-2016,47.09
Luxembourg,04-07-2016,42.99
Madagascar,04-07-2016,47.43
Malaysia,04-07-2016,45.55
Malta,04-07-2016,46.32
Mauritius,04-07-2016,33.86
Mexico,04-07-2016,45.21
Moldova,04-07-2016,52.32
Monaco,04-07-2016,29.17
Morocco,04-07-2016,45.18
Namibia,04-07-2016,62.28
Netherlands,04-07-2016,51.52
New Zealand,04-07-2016,96.1
Nigeria,04-07-2016,37.03
Niue Island,04-07-2016,34.45
Norway,04-07-2016,32.37
Pakistan,04-07-2016,36.74
Papua New Guinea,04-07-2016,39.27
Paraguay,04-07-2016,48.77
Peru,04-07-2016,39.24
Philippines,04-07-2016,44.2
Poland,04-07-2016,49.94
Portugal,04-07-2016,54.29
Romania,04-07-2016,68.74
Russia,04-07-2016,61.91
Samoa,04-07-2016,71.37
Scotland,04-07-2016,80.44
Senegal,04-07-2016,47.24
Serbia,04-07-2016,36.89
Singapore,04-07-2016,42.9
Slovenia,04-07-2016,39.76
Solomon Islands,04-07-2016,30.4
South Africa,04-07-2016,86.32
Spain,04-07-2016,58.79
Sri Lanka,04-07-2016,48.71
St Vincent and the Grenadines,04-07-2016,34.91
Swaziland,04-07-2016,32.04
Sweden,04-07-2016,43.32
Switzerland,04-07-2016,52.53
Tahiti,04-07-2016,31.79
Thailand,04-07-2016,36.76
Tonga,04-07-2016,69.47
Trinidad & Tobago,04-07-2016,46.25
Tunisia,04-07-2016,49.74
Uganda,04-07-2016,45.83
Ukraine,04-07-2016,56.95
